genres,movie_title,original_language,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count,year_released
"[""Documentary""]","All Light, Everywhere",en,1.549,"[""United States of America""]",2021-06-04,"[""English""]",7.0,1.0,2021.0
"[""Drama"",""Action"",""Fantasy""]",A Writer's Odyssey,zh,15.467,"[""China""]",2021-02-12,"[""普通话""]",7.4,107.0,2021.0
"[""Documentary""]",A Cop Movie,es,91.351,"[""Mexico""]",2021-10-28,"[""Español""]",7.3,11.0,2021.0
"[""Drama""]",1000 Rupee Note,mr,2.155,"[""India""]",2016-09-23,"[""""]",6.9,10.0,2016.0
"[""Animation"",""Adventure"",""Family"",""Western""]",Spirit Untamed,en,188.24,"[""United States of America""]",2021-05-20,"[""English""]",7.8,289.0,2021.0
"[""Animation"",""Family"",""Adventure"",""Comedy""]",PAW Patrol: The Movie,en,576.463,"[""United States of America""]",2021-08-09,"[""English""]",7.7,669.0,2021.0
"[""Animation"",""Comedy"",""Family"",""Fantasy""]",Luca,en,643.727,"[""United States of America""]",2021-06-17,"[""English"",""Italiano""]",8.0,5045.0,2021.0
"[""Comedy"",""Drama""]",Here Today,en,19.6,"[""United States of America""]",2021-05-07,"[""English""]",6.4,17.0,2021.0
"[""Drama"",""Comedy""]",June Again,en,1.975,"[""Australia""]",2021-05-06,"[""English""]",7.5,5.0,2020.0
"[""Documentary""]",King Otto,en,3.723,"[""Greece"",""United Kingdom"",""United States of America""]",2021-05-27,"[""English"",""Français"",""Deutsch"",""ελληνικά""]",0.0,0.0,2021.0
"[""Drama"",""Comedy"",""Romance""]",Golden Voices,he,0.742,"[""Israel""]",2019-09-25,"[""עִבְרִית"",""Pусский""]",6.3,3.0,2019.0
"[""Comedy"",""Drama""]",Drunk Bus,en,1.241,"[""United States of America""]",2021-05-21,"[""English""]",5.0,12.0,2020.0
"[""Documentary"",""Music""]",Fanny: The Right to Rock,en,1.838,"[""Canada""]",2021-04-29,"[""English""]",0.0,0.0,2021.0
"[""Romance"",""Drama""]",Finding You,en,112.187,"[""United States of America""]",2021-05-13,"[""English""]",6.5,24.0,2021.0
"[""Comedy"",""Crime""]",Cruella,en,497.209,"[""United Kingdom"",""United States of America""]",2021-05-26,"[""English"",""Français""]",8.3,5913.0,2021.0
"[""Documentary""]",Val,en,8.156,"[""United States of America""]",2021-07-23,"[""English""]",7.2,44.0,2021.0
"[""Comedy"",""Romance"",""Drama""]",The Worst Person in the World,no,10.401,"[""Denmark"",""France"",""Norway"",""Sweden""]",2021-10-13,"[""Norsk""]",7.1,56.0,2021.0
"[""Documentary"",""Music""]",The Velvet Underground,en,8.939,"[""United States of America""]",2021-10-15,"[""English""]",6.9,26.0,2021.0
"[""Drama"",""Comedy""]",Time,cn,0.84,"[""Hong Kong""]",2021-04-04,"[""广州话 / 廣州話""]",0.0,0.0,2021.0
"[""Documentary"",""Crime""]",The Phantom,en,2.663,"[""United Kingdom"",""United States of America""]",2021-07-02,"[""English""]",6.5,2.0,2021.0
"[""Animation"",""Adventure"",""Mystery""]",The Summit of the Gods,fr,3.842,"[""France"",""Luxembourg""]",2021-09-22,"[""Français""]",7.8,39.0,2021.0
"[""Documentary"",""History""]",The Lost Leonardo,en,3.569,"[""Canada"",""Denmark"",""France"",""Sweden"",""United Kingdom"",""United States of America""]",2021-08-20,"[""English"",""Français""]",5.0,1.0,2021.0
"[""Drama"",""Thriller""]",The Novice,en,4.607,"[""Canada"",""United States of America""]",2021-12-17,"[""English""]",0.0,0.0,2021.0
"[""Action"",""Thriller""]",The Island,en,0.6,"[""Nigeria""]",2018-08-10,"[""English""]",0.0,0.0,2018.0
"[""Thriller""]",The Innocents,no,2.301,"[""Denmark"",""Finland"",""Norway"",""Sweden""]",2021-09-03,"[""Norsk""]",6.7,3.0,2021.0
"[""Crime"",""Thriller""]",The Birthday Cake,en,8.191,"[""United States of America""]",2021-06-18,"[""English""]",6.1,17.0,2021.0
"[""Drama""]",Playground,fr,5.384,"[""Belgium""]",2021-10-06,"[""Français""]",0.0,0.0,2021.0
"[""Drama"",""Thriller""]",Pig,en,23.144,"[""United Kingdom"",""United States of America""]",2021-07-16,"[""English""]",6.7,354.0,2021.0
"[""Drama""]",Phoenix,fr,0.84,"[""Belgium"",""United Kingdom""]",2021-06-02,"[""English"",""Français""]",0.0,0.0,2021.0
"[""Drama""]",Olga,fr,7.072,"[""Ukraine"",""France"",""Switzerland""]",2021-11-17,"[""Français"",""Український""]",0.0,0.0,2021.0
"[""Documentary""]",Paper & Glue,en,31.067,"[""Australia"",""United States of America""]",2021-11-12,"[""English"",""Français""]",0.0,0.0,2021.0
"[""Science Fiction"",""Music""]",Neptune Frost,rw,1.393,"[""France"",""Rwanda"",""United States of America""]",2021-07-12,"[""English"",""Français"",""Kinyarwanda"",""Kiswahili""]",0.0,0.0,2021.0
"[""Crime"",""Drama""]",Nitram,en,3.428,"[""Australia""]",2021-09-30,"[""English""]",8.2,6.0,2021.0
"[""Romance"",""Comedy""]",Motherland,ru,2.173,"[""Russia""]",2020-10-08,"[""Pусский""]",6.0,8.0,2020.0
"[""Thriller""]",Midnight,ko,5.797,"[""South Korea""]",2021-06-30,"[""한국어/조선말""]",7.8,17.0,2021.0
"[""Drama"",""Fantasy""]",Memoria,en,4.711,"[""China"",""Colombia"",""France"",""Germany"",""Mexico"",""Qatar"",""Thailand"",""United Kingdom""]",2021-08-20,"[""English"",""Español""]",7.2,9.0,2021.0
"[""Drama""]",Let It Be Morning,he,0.6,"[""France"",""Israel""]",2021-07-07,"[""العربية"",""עִבְרִית""]",0.0,0.0,2021.0
"[""Drama""]",The Departure,fr,1.205,"[""France"",""Morocco""]",2020-07-01,"[""Français"",""العربية""]",0.0,0.0,2020.0
"[""Drama""]",Last Film Show,gu,3.775,"[""France"",""India"",""United States of America""]",2021-12-09,"[""""]",0.0,0.0,2021.0
"[""Adventure"",""Fantasy"",""Comedy"",""Action""]",Jungle Cruise,en,616.2,"[""United States of America""]",2021-07-28,"[""Português"",""Español"",""English""]",7.7,3154.0,2021.0
"[""Drama""]",Juniper,en,0.968,"[""New Zealand""]",2021-08-26,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",In Front of Your Face,ko,2.368,"[""South Korea""]",2021-10-21,"[""한국어/조선말""]",10.0,1.0,2021.0
"[""Drama""]",Hit the Road,fa,1.124,"[""Iran""]",2021-07-10,"[""فارسی""]",0.0,0.0,2021.0
"[""Drama""]",Great Freedom,de,2.376,"[""Austria"",""Denmark"",""Germany""]",2022-01-26,"[""Deutsch""]",0.0,0.0,2021.0
"[""Drama"",""Mystery""]",First Love,ja,1.96,"[""Japan""]",2021-02-21,"[""日本語""]",6.0,1.0,2021.0
"[""Romance""]",For the Birds,af,0.999,"[""South Africa""]",2016-11-25,"[""Afrikaans""]",8.6,5.0,2016.0
"[""Drama""]",Drive My Car,ja,10.652,"[""Japan""]",2021-08-18,"[""한국어/조선말"",""普通话"",""日本語"","""",""Bahasa indonesia"",""English""]",7.3,63.0,2021.0
"[""Documentary""]",Cow,en,2.752,"[""United Kingdom"",""United States of America""]",2022-01-14,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",Compartment No. 6,fi,5.721,"[""Estonia"",""Finland"",""Germany"",""Russia""]",2021-10-29,"[""suomi"",""Pусский""]",7.7,14.0,2021.0
"[""Drama""]",Clara Sola,es,4.946,"[""Belgium"",""Costa Rica"",""Germany"",""Sweden""]",2021-10-01,"[""Español""]",6.0,1.0,2021.0
"[""Drama"",""Crime"",""Thriller""]",Catch the Fair One,en,1.812,"[""United States of America""]",2021-06-13,"[""English""]",0.0,0.0,2021.0
"[""Action"",""Adventure"",""Science Fiction""]",Black Panther: Wakanda Forever,en,15.059,"[""United States of America""]",2022-11-09,"[""English""]",0.0,0.0,2022.0
"[""Horror""]",Behemoth,en,2.344,"[""United States of America""]",2021-06-24,"[""English""]",4.8,5.0,2021.0
"[""Animation""]",Beast,es,2.824,"[""Chile""]",2021-11-04,"[""No Language""]",8.0,1.0,2021.0
"[""Documentary""]",Boston,en,4.542,"[""United States of America""]",2017-02-23,"[""English""]",7.6,40.0,2017.0
"[""Documentary""]",Blind Ambition,en,1.003,"[""Australia""]",2021-09-01,"[""English"",""Français"",""""]",0.0,0.0,2021.0
"[""Documentary""]",Ascension,en,1.342,"[""China""]",2021-10-08,"[""普通话"",""English""]",0.0,0.0,2021.0
"[""Drama""]",Blue Bayou,en,10.508,"[""Canada"",""United States of America""]",2021-09-10,"[""English"",""Tiếng Việt""]",7.2,25.0,2021.0
"[""Drama"",""Romance""]",Ali & Ava,en,3.165,"[""United Kingdom""]",2022-02-04,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""Thriller""]",A Hero,fa,2.374,"[""France"",""Iran""]",2021-12-22,"[""فارسی""]",0.0,0.0,2021.0
"[""Drama""]",A Chiara,it,2.169,"[""France"",""Italy"",""Sweden""]",2022-03-30,"[""Italiano""]",0.0,0.0,2021.0
"[""Drama""]",A Father's Legacy,en,1.696,"[""United States of America""]",2021-06-17,"[""English""]",0.0,0.0,2020.0
"[""History"",""Drama""]",12 Mighty Orphans,en,20.53,"[""United States of America""]",2021-06-18,"[""English""]",7.9,54.0,2021.0
"[""Drama""]",The Lost Daughter,en,6.263,"[""Greece"",""United Kingdom"",""United States of America""]",2021-12-17,"[""English"",""ελληνικά""]",0.0,0.0,2021.0
"[""Drama""]",Parallel Mothers,es,12.597,"[""Spain""]",2021-10-08,"[""Español""]",7.0,73.0,2021.0
"[""Western"",""Romance"",""Drama""]",The Power of the Dog,en,30.49,"[""Australia"",""Canada"",""New Zealand"",""United Kingdom""]",2021-11-17,"[""English""]",6.0,1.0,2021.0
"[""Drama""]",King Richard,en,38.082,"[""United States of America""]",2021-11-18,"[""English""]",6.5,4.0,2021.0
"[""Drama""]",C'mon C'mon,en,12.208,"[""United States of America""]",2021-11-19,"[""English""]",0.0,0.0,2021.0
"[""Thriller"",""Crime""]",Bull,en,7.521,"[""United Kingdom""]",2021-11-05,"[""English""]",9.0,1.0,2021.0
"[""Drama"",""Family""]",Confetti,zh,1.286,"[""China"",""United States of America""]",2020-12-04,"[""普通话"",""English""]",0.0,0.0,2020.0
"[""Comedy"",""Drama""]",Official Competition,es,2.22,"[""Argentina"",""Spain""]",2021-09-04,"[""English"",""Español""]",7.4,4.0,2021.0
"[""Drama""]",Full Time,fr,0.84,"[""France""]",2022-03-09,"[""Français""]",0.0,0.0,2021.0
"[""Action"",""Comedy""]",Cop Secret,is,1.218,"[""Iceland""]",2021-08-10,"[""Íslenska"",""English""]",6.5,2.0,2021.0
"[""Drama""]",The Killing of Kenneth Chamberlain,en,4.021,"[""United States of America""]",2021-09-17,"[""English""]",8.3,4.0,2019.0
"[""Action"",""Crime""]",Raging Fire,cn,15.633,"[""Hong Kong""]",2021-08-13,"[""广州话 / 廣州話""]",7.2,17.0,2021.0
"[""Animation""]",Marcel the Shell with Shoes On,en,1.4,"[""United States of America""]",2021-09-01,"[""English""]",0.0,0.0,2021.0
"[""Documentary""]",Citizen Ashe,en,9.88,"[""United Kingdom"",""United States of America""]",2021-12-03,"[""English""]",0.0,0.0,2021.0
"[""Animation"",""Drama"",""Family""]",Fortune Favors Lady Nikuko,ja,1.428,"[""Japan""]",2021-06-11,"[""日本語""]",8.0,1.0,2021.0
"[""Drama"",""History""]",Lost Illusions,fr,11.831,"[""Belgium"",""France""]",2021-10-20,"[""Français""]",7.5,76.0,2021.0
"[""Horror"",""Mystery"",""Thriller""]",Stoker Hills,es,1.56,"[""United States of America""]",2020-11-13,"[""English""]",0.0,0.0,2020.0
"[""Drama""]",Belfast,en,33.701,"[""United Kingdom""]",2021-11-11,"[""English""]",6.0,1.0,2021.0
"[""Thriller""]",Buoyancy,en,0.945,"[""Netherlands""]",2020-01-15,"[""English""]",0.0,0.0,2020.0
"[""Crime"",""Thriller"",""Drama"",""Horror""]",A Dark Foe,en,3.356,"[""United States of America""]",2021-07-30,"[""English""]",3.0,6.0,2021.0
"[""Documentary""]",The Alpinist,en,11.004,"[""Austria"",""United Kingdom"",""United States of America""]",2021-09-07,"[""English"",""Español""]",6.1,8.0,2021.0
"[""Drama""]",Hope,ja,0.999,"[""Japan""]",2020-10-10,"[""日本語""]",5.7,3.0,2020.0
"[""Drama""]",Happening,fr,5.245,"[""France""]",2021-11-24,"[""Français""]",0.0,0.0,2021.0
"[""Western"",""Thriller""]",Old Henry,en,36.633,"[""United States of America""]",2021-10-01,"[""English""]",7.3,63.0,2021.0
"[""Documentary""]",Julia,en,7.948,"[""United States of America""]",2021-11-04,"[""English""]",2.0,1.0,2021.0
"[""Drama""]",Murina,hr,2.738,"[""Brazil"",""Croatia"",""Slovenia"",""United States of America""]",2022-04-20,"[""English"",""Hrvatski""]",0.0,0.0,2021.0
"[""Drama""]",Cicada,ko,0.6,"[""South Korea""]",2021-07-06,"[""한국어/조선말""]",0.0,0.0,2021.0
"[""Animation"",""Science Fiction"",""Family"",""Comedy""]",Ron's Gone Wrong,en,251.459,"[""United Kingdom"",""United States of America""]",2021-10-15,"[""English""]",7.5,47.0,2021.0
"[""Crime"",""Thriller""]",Echoes of Violence,en,2.774,"[""United States of America""]",2021-03-20,"[""English""]",5.5,3.0,2021.0
"[""Thriller"",""Horror""]",The Promise,id,0.636,"[""Indonesia""]",2017-02-02,"[""Bahasa indonesia""]",0.0,0.0,2017.0
"[""Action"",""Drama"",""Science Fiction""]",Logan,en,64.872,"[""United States of America""]",2017-02-28,"[""English"",""Español""]",7.8,16202.0,2017.0
"[""Horror"",""Adventure"",""Fantasy""]",Saloum,fr,1.694,"[""Senegal""]",2021-09-08,"[""Français"",""Español"",""Wolof""]",6.0,2.0,2021.0
"[""Drama"",""History"",""War""]",Benediction,en,2.626,"[""United Kingdom""]",2021-09-18,"[""English""]",0.0,0.0,2021.0
"[""Thriller""]",The Guilty,en,77.197,"[""United States of America""]",2021-09-24,"[""English""]",6.5,1066.0,2021.0
"[""Documentary""]",Hold Your Fire,en,1.4,"[""United States of America""]",2021-09-09,"[""English""]",0.0,0.0,2021.0
"[""Documentary"",""Music""]",The Jesus Music,en,2.714,"[""United States of America""]",2021-10-01,"[""English""]",8.0,1.0,2021.0
"[""Animation"",""Music"",""Drama""]",INU-OH,ja,1.4,"[""China"",""Japan""]",2021-09-11,"[""日本語""]",4.0,1.0,2021.0
"[""Documentary""]",Burning,en,3.853,"[""Australia"",""United States of America""]",2021-09-09,"[""English""]",0.0,0.0,2021.0
"[""Documentary""]",Becoming Cousteau,en,5.268,"[""United States of America""]",2021-10-22,"[""English"",""Français""]",0.0,0.0,2021.0
"[""Drama""]",The Humans,en,7.518,"[""United States of America""]",2021-11-24,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""Crime""]",7 Prisoners,pt,47.999,"[""Brazil""]",2021-11-11,"[""Português""]",7.6,10.0,2021.0
"[""Animation"",""Adventure"",""Comedy"",""Fantasy"",""Family""]",Clara,en,2.101,"[""Ukraine""]",2019-10-26,"[""English""]",5.5,2.0,2019.0
"[""Drama"",""Romance"",""Thriller""]",The Blind Man Who Did Not Want to See Titanic,fi,1.588,"[""Finland""]",2021-09-08,"[""suomi""]",6.3,3.0,2021.0
"[""Adventure"",""Drama"",""Romance""]",Wildhood,en,3.021,"[""Canada""]",2021-09-11,"[""English""]",0.0,0.0,2021.0
"[""Comedy""]",Some Like It Rare,fr,6.339,"[""France""]",2021-09-10,"[""Français""]",7.1,49.0,2021.0
"[""Comedy""]",The Good Boss,es,7.047,"[""France"",""Spain""]",2021-10-15,"[""Español""]",6.3,6.0,2021.0
"[""Drama""]",Pearl,zh,0.6,"[""China""]",2018-05-05,"[""普通话""]",0.0,0.0,2018.0
"[""Documentary""]",The Automat,en,1.715,"[""United States of America""]",2021-09-02,"[""English""]",0.0,0.0,2021.0
"[""Documentary""]",The Velvet Queen,fr,1.062,"[""France""]",2021-07-07,"[""Français""]",0.0,0.0,2021.0
"[""Western""]",The Harder They Fall,en,725.091,"[""United States of America""]",2021-10-22,"[""English""]",6.6,254.0,2021.0
"[""Horror"",""Comedy""]",Val,en,4.57,"[""United States of America""]",2021-10-01,"[""English""]",6.0,5.0,2021.0
"[""Action"",""Crime"",""Drama"",""History"",""Thriller""]",Sardar Udham,hi,8.13,"[""India"",""Russia"",""United Kingdom""]",2021-10-16,"[""English"",""हिन्दी""]",7.8,12.0,2021.0
"[""Action"",""Comedy"",""Crime"",""Thriller""]",Red Notice,en,4173.995,"[""United States of America""]",2021-11-04,"[""English"",""Italiano"",""Pусский""]",6.8,1950.0,2021.0
"[""Animation"",""Comedy"",""Family""]",Clifford the Big Red Dog,en,2960.577,"[""Canada"",""United Kingdom"",""United States of America""]",2021-11-10,"[""English""]",7.5,525.0,2021.0
"[""Animation"",""Action"",""Comedy"",""Fantasy"",""Adventure""]",My Hero Academia: World Heroes' Mission,ja,168.832,"[""Japan""]",2021-08-06,"[""日本語""]",7.2,31.0,2021.0
"[""Comedy"",""Fantasy"",""Adventure"",""Science Fiction""]",Ghostbusters: Afterlife,en,375.68,"[""Canada"",""United States of America""]",2021-11-11,"[""English""]",7.4,298.0,2021.0
"[""Adventure"",""Animation"",""Comedy"",""Family"",""Fantasy"",""Music""]",Encanto,en,2782.527,"[""United States of America""]",2021-11-24,"[""English"",""Español""]",7.4,297.0,2021.0
"[""Documentary""]",Julia,en,3.37,"[""United States of America""]",2021-11-04,"[""English""]",2.0,1.0,2021.0
"[""Family"",""Science Fiction"",""Comedy"",""Action""]",Sonic the Hedgehog 2,en,258.846,"[""United States of America""]",2022-03-31,"[""English""]",0.0,0.0,2022.0
"[""Documentary""]",The First Wave,en,7.271,"[""United States of America""]",2021-11-19,"[""English""]",7.0,1.0,2021.0
"[""Documentary""]",Kurt Vonnegut: Unstuck in Time,en,6.852,"[""United States of America""]",2021-11-19,"[""English""]",7.0,1.0,2021.0
"[""Drama""]",The First Fallen,pt,2.682,"[""Brazil""]",2021-11-12,"[""Português""]",0.0,0.0,2021.0
"[""Action"",""War""]",Hell Hath No Fury,en,10.186,"[""Belarus"",""France"",""Kazakhstan"",""United States of America""]",2021-11-05,"[""English"",""Français""]",7.8,16.0,2021.0
"[""Drama"",""Science Fiction""]",Swan Song,en,19.758,"[""United States of America""]",2021-12-17,"[""English""]",0.0,0.0,2021.0
"[""Animation"",""Family""]",Far From the Tree,en,3.865,"[""United States of America""]",2021-11-24,"[""No Language""]",7.8,8.0,2021.0
"[""Action"",""Thriller""]",The Survivalist,en,7.69,"[""United States of America""]",2021-12-02,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""History""]",Lost Illusions,fr,10.525,"[""Belgium"",""France""]",2021-10-20,"[""Français""]",7.5,107.0,2021.0
"[""Drama"",""War""]",The Battle at Lake Changjin,zh,9.694,"[""China""]",2021-09-30,"[""普通话"",""English""]",8.2,6.0,2021.0
"[""Drama"",""Music""]",Elvis,en,5.162,"[""Australia"",""United States of America""]",2022-06-24,"[""English""]",0.0,0.0,2022.0
"[""Animation""]",Marcel the Shell with Shoes On,en,3.485,"[""United States of America""]",2021-09-03,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",The Departure,fr,0.6,"[""France"",""Morocco""]",2020-07-01,"[""Français"",""العربية""]",0.0,0.0,2020.0
"[""Action"",""Adventure"",""Comedy"",""Science Fiction""]",Everything Everywhere All at Once,en,4.373,"[""United States of America""]",2022-03-11,"[""普通话"",""English""]",0.0,0.0,2022.0
"[""Animation"",""Action"",""Fantasy"",""Science Fiction""]",Sword Art Online the Movie -Progressive- Aria of a Starless Night,ja,73.353,"[""Japan""]",2021-10-30,"[""日本語""]",9.3,4.0,2021.0
"[""Drama"",""Horror""]",Jane,en,0.6,"[""Australia""]",2021-10-01,"[""English""]",0.0,0.0,2021.0
"[""Drama"",""Romance""]",A Journal for Jordan,en,9.907,"[""Canada"",""United States of America""]",2021-12-22,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",Wildcat,fr,0.691,"[""France""]",2021-10-18,"[""Français""]",0.0,0.0,2021.0
"[""Documentary""]",Alone,fr,1.053,"[""Canada""]",2021-11-12,"[""Français""]",0.0,0.0,2021.0
"[""Comedy"",""Drama"",""Romance""]",Chandigarh Kare Aashiqui,hi,15.702,"[""India""]",2021-12-10,"[""हिन्दी"",""ਪੰਜਾਬੀ""]",0.0,0.0,2021.0
"[""Drama""]",November,fr,0.675,"[""Belgium""]",2020-11-04,"[""Français""]",8.0,1.0,2020.0
"[""Documentary"",""War""]",The Distant Barking of Dogs,uk,0.6,"[""Denmark"",""Finland"",""Sweden""]",2017-04-09,"[""Pусский"",""Український""]",6.5,2.0,2017.0
"[""Drama""]",Gagarine,fr,0.6,"[""France""]",2015-08-27,"[""Français""]",6.3,2.0,2015.0
"[""Documentary""]",The Last Resort,it,0.6,"[""France"",""Italy"",""Greece""]",2016-10-06,"[""Italiano""]",5.8,4.0,2016.0
"[""Drama""]",Famous,en,2.744,"[""United States of America""]",2021-12-10,"[""English""]",0.0,0.0,2021.0
"[""Drama""]",After Love,en,8.064,"[""France"",""United Kingdom""]",2021-06-04,"[""العربية"",""Français"",""English"",""اردو""]",8.0,21.0,2020.0
"[""Drama"",""Science Fiction""]",Ex Machina,en,26.475,"[""United Kingdom""]",2015-01-21,"[""English""]",7.6,10829.0,2015.0
"[""Drama""]",American Underdog,en,20.654,"[""United States of America""]",2021-12-25,"[""English""]",6.4,13.0,2021.0
"[""Animation"",""Drama"",""Music"",""Science Fiction""]",Sing a Bit of Harmony,ja,8.548,"[""Japan""]",2021-10-29,"[""日本語""]",0.0,0.0,2021.0
"[""Animation"",""Fantasy""]",The Gift,en,0.6,"[""Japan""]",2016-04-03,"[""English""]",0.0,0.0,2016.0
"[""Comedy"",""Romance"",""Music""]",Marry Me,en,113.911,"[""China"",""United States of America""]",2022-02-09,"[""English""]",0.0,0.0,2022.0
"[""Romance"",""Drama"",""Comedy""]",Girl Picture,fi,1.272,"[""Finland""]",2022-04-14,"[""English"",""suomi"",""Français""]",0.0,0.0,2022.0
"[""Drama"",""Crime"",""Thriller""]",Emily the Criminal,en,11.147,"[""United States of America""]",2022-01-24,"[""English""]",0.0,0.0,2022.0
"[""Comedy"",""Fantasy""]",Leonor Will Never Die,tl,2.313,"[""Philippines""]",2022-01-21,"[""English"",""""]",0.0,0.0,2022.0
"[""Horror"",""Fantasy""]",Hatching,fi,9.343,"[""Finland"",""Latvia"",""Norway"",""Sweden""]",2022-03-04,"[""suomi""]",0.0,0.0,2022.0
"[""Drama"",""Thriller"",""Horror""]",You Won't Be Alone,mk,2.824,"[""Australia"",""United Kingdom""]",2022-04-01,"[""""]",0.0,0.0,2022.0
"[""Comedy"",""Drama"",""Thriller""]",Emergency,en,4.574,"[""United States of America""]",2022-05-20,"[""English""]",0.0,0.0,2022.0
"[""Drama"",""History"",""Romance""]",Redeeming Love,en,36.147,"[""South Africa"",""United States of America""]",2022-01-21,"[""English""]",8.8,6.0,2022.0
"[""History"",""Drama""]",Margrete: Queen of the North,da,5.407,"[""Denmark"",""Norway"",""Poland"",""Sweden""]",2021-09-16,"[""English"",""Dansk"",""Deutsch"",""Norsk"",""svenska""]",7.0,10.0,2021.0
"[""Drama""]",Breathe,en,2.195,"[""New Zealand""]",2022-01-25,"[""English"",""한국어/조선말""]",6.0,1.0,2022.0
"[""Action"",""Comedy"",""Documentary""]",Jackass Forever,en,353.588,"[""United States of America""]",2022-02-01,"[""English""]",7.1,11.0,2022.0
"[""Documentary""]",Downfall: The Case Against Boeing,en,14.235,"[""United States of America""]",2022-02-09,"[""English""]",0.0,0.0,2022.0
"[""Documentary""]",Fire of Love,en,4.784,"[""Canada"",""United States of America""]",2022-01-20,"[""English"",""Français""]",8.0,1.0,2022.0
"[""Documentary""]",Nothing Compares,en,1.733,"[""Ireland"",""United Kingdom""]",2022-01-21,"[""English""]",0.0,0.0,2022.0
"[""Drama""]",Retrograde,en,5.36,"[""Canada""]",2022-01-27,"[""English""]",0.0,0.0,2022.0
"[""Documentary"",""Thriller""]",Navalny,en,15.208,"[""United States of America""]",2022-01-25,"[""English"",""Pусский""]",2.2,138.0,2022.0
"[""Drama"",""Thriller"",""Horror""]",Piggy,es,6.077,"[""France"",""Spain""]",2022-10-14,"[""Español""]",0.0,0.0,2022.0
"[""Documentary""]","Riotsville, USA",en,2.931,"[""United States of America""]",2022-01-21,"[""English""]",8.0,1.0,2022.0
"[""Drama""]",Living,en,2.693,"[""United Kingdom""]",2022-01-21,"[""English""]",0.0,0.0,2022.0
"[""Fantasy""]",Ne Zha,zh,5.626,"[""China""]",2019-07-11,"[""普通话""]",8.0,2.0,2019.0
"[""Documentary""]",The American Dream and Other Fairy Tales,en,2.289,"[""United States of America""]",2022-01-24,"[""English""]",0.0,0.0,2022.0
"[""Drama""]",A Love Song,en,1.668,"[""United States of America""]",2022-01-20,"[""English""]",0.0,0.0,2022.0
"[""Drama"",""Comedy""]",Mars One,pt,1.982,"[""Brazil""]",2022-01-20,"[""Português""]",0.0,0.0,2022.0
"[""Action"",""Thriller"",""Crime"",""Drama""]",American Siege,en,2354.466,"[""Canada"",""United States of America""]",2022-01-07,"[""English""]",5.6,12.0,2021.0
"[""Comedy""]",The Civil Dead,en,4.512,"[""United States of America""]",2022-01-27,"[""English""]",0.0,0.0,2022.0
"[""Horror"",""Comedy""]",Haunt,en,0.6,"[""United States of America""]",2018-09-15,"[""English""]",7.3,3.0,2018.0
"[""Animation""]",Kingdom,en,0.635,"[""Singapore""]",2018-11-28,"[""No Language""]",9.0,1.0,2018.0
"[""Drama""]",You Resemble Me,en,1.855,"[""Egypt"",""France"",""United States of America""]",2021-09-08,"[""العربية"",""Français""]",6.0,2.0,2021.0
"[""Drama""]",The Gift,sw,1.508,"[""Tanzania""]",2017-11-03,"[""Kiswahili""]",10.0,1.0,2017.0
"[""Music"",""Documentary""]",The Beatles: Get Back - The Rooftop Concert,en,21.686,"[""New Zealand"",""United Kingdom""]",2022-01-30,"[""English""]",10.0,2.0,2022.0
"[""Drama""]",CODA,en,4.011,"[""United States of America""]",2019-04-02,"[""English""]",8.0,2.0,2019.0
"[""Drama""]",The Swimmer,he,4.141,"[""Israel""]",2021-08-30,"[""עִבְרִית""]",1.0,1.0,2021.0
"[""Comedy""]",Operator,en,0.6,"[""Ireland""]",2020-07-11,"[""English""]",0.0,0.0,2020.0
"[""Drama""]",Daughter,en,0.69,"[""United States of America""]",2021-12-14,"[""普通话"",""English""]",0.0,0.0,2021.0
"[""Drama"",""Thriller""]",Playground,ko,0.643,"[""South Korea""]",2017-10-12,"[""한국어/조선말""]",0.0,0.0,2017.0
"[""Drama"",""Crime"",""Thriller""]",The Outfit,en,5.992,"[""United States of America""]",2022-03-18,"[""English""]",0.0,0.0,2022.0
"[""Comedy"",""Drama""]",Columbus,fa,0.646,"[""Iran""]",2018-12-05,"[""فارسی"",""Türkçe""]",6.0,1.0,2018.0
"[""Drama"",""Crime"",""Thriller""]",The Outfit,en,41.989,"[""United States of America""]",2022-02-25,"[""English""]",6.0,3.0,2022.0
"[""Horror"",""Mystery"",""Thriller""]",X,en,99.026,"[""United States of America""]",2022-03-17,"[""English""]",7.4,24.0,2022.0
"[""Drama""]",The Novelist's Film,ko,2.193,"[""South Korea""]",2022-02-16,"[""한국어/조선말""]",0.0,0.0,2022.0
"[""Drama"",""Music""]",Taurus,en,2.797,"[""United States of America""]",2022-02-16,"[""English""]",6.0,2.0,2022.0
"[""Animation"",""Comedy"",""Action"",""Family"",""Crime""]",The Bad Guys,en,1155.624,"[""United States of America""]",2022-03-17,"[""English""]",8.3,12.0,2022.0
