genres,movie_title,original_language,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count,year_released
"[""Thriller"",""Drama"",""Romance""]",The Handmaiden,ko,28.204,"[""South Korea""]",2016-06-01,"[""日本語"",""한국어/조선말""]",8.3,2472.0,2016.0
"[""Documentary""]",Won't You Be My Neighbor?,en,8.118,"[""United States of America""]",2018-06-08,"[""English""]",8.2,397.0,2018.0
"[""Horror"",""Drama"",""Mystery"",""Thriller""]",Relic,en,21.431,"[""Australia"",""United States of America""]",2020-07-03,"[""English""]",6.0,446.0,2020.0
"[""Comedy"",""Drama""]",Monuments,en,2.204,"[""United Kingdom"",""United States of America""]",2021-06-04,"[""English""]",6.0,1.0,2020.0
"[""Drama"",""Thriller"",""Comedy""]",Woman at War,is,7.643,"[""France"",""Iceland"",""Ukraine""]",2018-05-22,"[""English"",""Íslenska"",""Español"",""Український""]",7.1,279.0,2018.0
"[""Drama"",""Romance""]",Breathe,en,17.042,"[""United Kingdom""]",2017-10-13,"[""English""]",7.4,573.0,2017.0
"[""Drama"",""Thriller"",""Horror""]",Most Beautiful Island,en,10.931,"[""United States of America""]",2017-11-03,"[""English"",""Español""]",5.3,86.0,2017.0
"[""War"",""Drama"",""Animation""]",The Breadwinner,en,15.169,"[""Ireland"",""Canada"",""Luxembourg""]",2017-11-17,"[""English"",""Italiano""]",7.9,560.0,2017.0
"[""Documentary""]",Some Kind of Heaven,en,1.516,"[""United States of America""]",2021-02-19,"[""English""]",7.7,7.0,2020.0
"[""Documentary"",""War""]",For Sama,en,7.801,"[""Syrian Arab Republic"",""United Kingdom""]",2019-10-09,"[""العربية"",""English""]",8.3,189.0,2019.0
"[""Drama"",""Thriller""]",The Salesman,fa,17.298,"[""France"",""Iran""]",2016-06-24,"[""فارسی""]",7.3,629.0,2016.0
"[""Documentary""]",The Promise,sv,0.6,"[""Sweden""]",2017-03-07,"[""Dansk"",""svenska""]",0.0,0.0,2017.0
"[""Drama""]",Bloody Hell,en,0.6,"[""United Kingdom""]",2018-04-25,"[""English""]",0.0,0.0,2018.0
"[""Drama""]",The Sower,fr,1.356,"[""Belgium"",""France""]",2017-10-26,"[""Français""]",6.0,29.0,2017.0
"[""Drama""]",Operator,en,0.6,"[""United Kingdom""]",2015-10-03,"[""English""]",8.3,3.0,2015.0
"[""Drama"",""Thriller""]",Nina Wu,zh,2.689,"[""Malaysia"",""Myanmar"",""Taiwan""]",2019-10-10,"[""普通话""]",7.0,22.0,2019.0
"[""Documentary""]",The Capote Tapes,en,2.734,"[""United Kingdom"",""United States of America""]",2021-09-10,"[""English""]",0.0,0.0,2019.0
"[""Comedy"",""Drama""]",The Edge of Seventeen,en,29.89,"[""United States of America""]",2016-11-18,"[""English""]",7.2,3311.0,2016.0
"[""Drama""]",Daughter,zh,0.6,"[""China"",""United States of America""]",2020-01-11,"[""普通话""]",5.0,1.0,2020.0
"[""Documentary""]",Leaning Into the Wind: Andy Goldsworthy,en,0.639,"[""Germany"",""United Kingdom""]",2018-03-09,"[""English"",""Français"",""Português""]",8.4,6.0,2017.0
"[""Documentary""]",Assassins,en,50.103,"[""United States of America""]",2021-08-12,"[""한국어/조선말"",""Bahasa indonesia"",""English"",""日本語"",""Bahasa melayu"",""Tiếng Việt""]",6.3,3.0,2020.0
"[""Drama"",""Documentary""]",Dark Horse,en,3.564,"[""United Kingdom""]",2015-04-17,"[""English"",""Español""]",4.7,32.0,2015.0
"[""Documentary""]",The Silence of Others,es,5.982,"[""Canada"",""France"",""Spain"",""United States of America""]",2019-01-25,"[""Español""]",8.1,53.0,2018.0
"[""Drama"",""Action"",""Crime""]",A Prayer Before Dawn,en,23.479,"[""Cambodia"",""China"",""France"",""United Kingdom"",""United States of America""]",2018-05-24,"[""English"",""Português"",""ภาษาไทย""]",6.8,404.0,2017.0
"[""Documentary""]",Gilbert,en,5.883,"[""United States of America""]",2017-04-20,"[""English""]",6.7,44.0,2017.0
"[""Comedy"",""Drama"",""Crime"",""Mystery""]",Knives Out,en,48.139,"[""United States of America""]",2019-11-27,"[""Español"",""English""]",7.9,8008.0,2019.0
"[""Thriller"",""Crime""]",Wildland,da,5.499,"[""Denmark""]",2020-05-28,"[""Dansk""]",5.6,21.0,2020.0
"[""Documentary""]",Legion of Brothers,en,3.047,"[""United States of America""]",2017-05-19,"[""English""]",6.0,11.0,2017.0
"[""Drama""]",Daisy Winters,en,3.275,"[""United States of America""]",2017-10-06,"[""English""]",6.4,9.0,2017.0
"[""Comedy"",""Drama"",""Mystery""]",The Island,zh,2.344,"[""China""]",2018-08-10,"[""普通话""]",6.6,36.0,2018.0
"[""Documentary""]",Maiden,en,3.985,"[""United Kingdom""]",2019-03-08,"[""Français"",""English""]",8.0,23.0,2018.0
"[""History"",""Drama"",""Comedy""]",The Favourite,en,17.082,"[""Ireland"",""United Kingdom"",""United States of America""]",2018-11-23,"[""English""]",7.6,4152.0,2018.0
"[""Documentary""]",Raise Hell: The Life & Times of Molly Ivins,en,3.169,"[""United States of America""]",2019-08-30,"[""English""]",7.2,5.0,2019.0
"[""Thriller"",""Science Fiction"",""Horror""]",The Invisible Man,en,34.133,"[""Australia"",""United States of America""]",2020-02-26,"[""English""]",7.2,4145.0,2020.0
"[""Drama""]",Pearl,en,1.834,"[""Switzerland"",""France""]",2018-08-29,"[""Français"",""English""]",5.7,6.0,2018.0
"[""Drama""]",Motherland,tr,1.746,"[""Greece"",""Turkey""]",2015-09-05,"[""Türkçe""]",7.1,8.0,2015.0
"[""Drama""]",The Mustang,en,9.976,"[""Belgium"",""France""]",2019-03-15,"[""English""]",7.0,273.0,2019.0
"[""Family"",""Documentary"",""Adventure""]",The Eagle Huntress,en,5.17,"[""Mongolia"",""United States of America"",""United Kingdom""]",2016-11-02,"[""English"",""қазақ""]",7.1,75.0,2016.0
"[""Documentary""]",The Guardians,en,1.925,"[""United States of America""]",2018-03-18,"[""Español""]",5.0,3.0,2018.0
"[""Thriller"",""Drama"",""Crime""]",Back Roads,en,5.272,"[""United States of America""]",2019-11-15,"[""English""]",6.2,18.0,2018.0
"[""Drama""]",Mickey and the Bear,en,3.407,"[""United States of America""]",2019-11-13,"[""English""]",5.9,23.0,2019.0
"[""Documentary""]",Carmine Street Guitars,en,2.698,"[""Canada""]",2018-08-30,"[""English""]",7.2,9.0,2018.0
"[""Animation""]",Pearl,en,1.625,"[""United States of America""]",2016-04-17,"[""English""]",6.4,21.0,2016.0
"[""Drama""]",The Fits,en,6.29,"[""United States of America""]",2016-01-22,"[""English""]",6.5,92.0,2015.0
"[""Thriller"",""Drama""]",Bridge of Spies,en,18.126,"[""India"",""United States of America"",""Germany""]",2015-10-15,"[""Pусский"",""English"",""Deutsch""]",7.2,5673.0,2015.0
"[""Comedy"",""Drama""]",The Fight,en,2.815,"[""United Kingdom""]",2019-03-15,"[""English""]",6.6,10.0,2018.0
"[""Drama"",""Romance""]",The Happiest Day in the Life of Olli Mäki,fi,3.86,"[""Germany"",""Finland"",""Sweden""]",2016-08-20,"[""suomi"",""English""]",6.7,56.0,2016.0
"[""Drama""]",Kékszakállú,es,2.829,"[""Argentina""]",2016-09-07,"[""Español""]",4.3,7.0,2016.0
"[""Comedy"",""Drama"",""Romance""]","Love, Simon",en,35.982,"[""United States of America""]",2018-02-16,"[""English""]",8.1,5156.0,2018.0
"[""Drama"",""Comedy""]",Truman,es,6.879,"[""Argentina"",""Spain""]",2015-10-30,"[""Nederlands"",""English"",""Español""]",7.0,290.0,2015.0
"[""Documentary""]",A River Below,en,2.249,"[""Colombia"",""United States of America""]",2017-04-22,"[""Português"",""English"",""Español""]",7.1,7.0,2017.0
"[""Documentary""]",Motherland,en,3.569,"[""United States of America"",""Philippines""]",2017-01-21,"[""""]",6.8,10.0,2017.0
"[""Documentary"",""History""]",Desert One,en,2.192,"[""United States of America""]",2019-09-06,"[""English"",""فارسی""]",6.3,3.0,2019.0
"[""Comedy""]",Jay and Silent Bob Reboot,en,12.346,"[""United States of America""]",2019-10-15,"[""English""]",5.8,320.0,2019.0
"[""Horror""]",The Dark and the Wicked,en,8.99,"[""United States of America""]",2020-10-29,"[""English""]",6.1,162.0,2020.0
"[""Documentary""]",Heart of a Dog,en,4.105,"[""United States of America""]",2015-10-21,"[""English""]",6.8,34.0,2015.0
"[""Drama""]",The Last Black Man in San Francisco,en,10.441,"[""United States of America""]",2019-06-07,"[""English"",""""]",7.2,178.0,2019.0
"[""Drama""]",Asia,he,8.752,"[""Israel""]",2021-04-01,"[""עִבְרִית"",""Pусский""]",4.9,7.0,2020.0
"[""Documentary""]",Capital in the Twenty-First Century,en,3.728,"[""France"",""New Zealand""]",2019-09-12,"[""English"",""Français""]",6.4,43.0,2019.0
"[""Drama"",""History"",""Thriller""]",The Spy Gone North,ko,9.882,"[""South Korea""]",2018-08-08,"[""普通话"",""한국어/조선말"",""English"",""日本語""]",7.4,110.0,2018.0
"[""Documentary""]",Machines,hi,0.95,"[""Finland"",""Germany"",""India""]",2017-11-30,"[""हिन्दी"",""English""]",6.0,11.0,2016.0
"[""Drama"",""Crime"",""Thriller""]",The Guilty,da,11.436,"[""Denmark""]",2018-06-14,"[""Dansk""]",7.3,1201.0,2018.0
"[""Documentary""]",The Fight,en,3.302,"[""United States of America""]",2020-07-31,"[""English""]",6.1,10.0,2020.0
"[""Drama"",""Science Fiction"",""War""]",War for the Planet of the Apes,en,54.724,"[""Canada"",""United States of America"",""New Zealand""]",2017-07-11,"[""English""]",7.1,7016.0,2017.0
"[""Documentary"",""Music""]",Suzi Q,en,2.68,"[""Australia""]",2019-09-25,"[""English""]",6.6,5.0,2019.0
"[""Drama""]",Marguerite,fr,6.475,"[""Belgium"",""France"",""Czech Republic""]",2015-09-16,"[""Français""]",6.4,216.0,2015.0
"[""Fantasy"",""Romance"",""Horror""]",The Love Witch,en,12.62,"[""United States of America""]",2016-11-11,"[""English""]",6.2,314.0,2016.0
"[""Documentary""]",Under the Wire,en,2.73,"[""United Kingdom""]",2018-09-07,"[""English""]",7.9,12.0,2018.0
"[""Documentary"",""History""]",Be Natural: The Untold Story of Alice Guy-Blaché,en,6.099,"[""United States of America""]",2018-12-07,"[""English"",""Français""]",7.2,21.0,2018.0
"[""Documentary""]",Wild,nl,0.818,"[""Netherlands""]",2018-02-01,"[""Nederlands""]",7.0,4.0,2018.0
"[""Action"",""Horror"",""Thriller""]",Residue,en,2.588,"[""Canada""]",2017-07-18,"[""English""]",6.2,23.0,2017.0
"[""Crime"",""Thriller""]",Widows,en,21.121,"[""United States of America"",""United Kingdom""]",2018-11-06,"[""English"",""Polski"",""Español""]",6.5,1785.0,2018.0
"[""Horror"",""Fantasy"",""Comedy""]",In Fabric,en,14.184,"[""United Kingdom""]",2018-12-06,"[""English"",""Français""]",5.7,170.0,2018.0
"[""Drama""]",Nise: The Heart of Madness,pt,4.724,"[""Brazil""]",2016-04-21,"[""Português""]",8.2,105.0,2016.0
"[""Documentary""]",Being Evel,en,3.671,"[""United States of America""]",2015-01-23,"[""English""]",7.1,22.0,2015.0
"[""Drama""]",The Grief of Others,en,2.476,"[""United States of America""]",2015-08-26,"[""English""]",7.2,10.0,2015.0
"[""Comedy"",""Drama""]",Blindspotting,en,14.095,"[""United States of America""]",2018-07-20,"[""English""]",7.4,474.0,2018.0
"[""Documentary""]",Rams,en,3.79,"[""United States of America""]",2018-11-28,"[""English"",""Deutsch""]",7.3,7.0,2018.0
"[""Drama"",""Music""]",Secret Superstar,hi,6.881,"[""India""]",2017-10-19,"[""हिन्दी""]",7.6,105.0,2017.0
"[""Drama"",""Comedy""]",Champions,es,12.087,"[""Spain""]",2018-04-06,"[""Español""]",7.6,568.0,2018.0
"[""Documentary""]",Peace Officer,en,1.947,"[""United States of America""]",2015-09-16,"[""English""]",7.1,6.0,2015.0
"[""Documentary""]",No Safe Spaces,en,3.21,"[""United States of America""]",2019-10-25,"[""English""]",7.2,9.0,2019.0
"[""Documentary"",""Comedy"",""Drama""]",Carmen,en,0.879,"[""United States of America""]",2017-02-13,"[""English""]",4.0,1.0,2017.0
"[""Documentary"",""History""]",The Russian Woodpecker,en,3.29,"[""Ukraine"",""United Kingdom""]",2015-01-31,"[""English"",""Pусский""]",6.3,30.0,2015.0
"[""Drama"",""History"",""Western""]",Sweet Country,en,6.442,"[""Australia""]",2018-01-25,"[""English""]",6.6,128.0,2017.0
"[""Comedy""]",Egg,en,0.6,"[""United States of America""]",2020-05-29,"[""English""]",4.7,6.0,2020.0
"[""Drama""]",Sand Storm,he,3.955,"[""Israel""]",2017-01-07,"[""العربية""]",5.9,70.0,2016.0
"[""Drama"",""Mystery""]",Long Day's Journey Into Night,zh,9.051,"[""China"",""France""]",2018-10-07,"[""普通话"",""日本語""]",7.0,134.0,2018.0
"[""Action"",""Adventure"",""Science Fiction"",""Drama""]",Spider-Man: Homecoming,en,260.056,"[""United States of America""]",2017-07-05,"[""English""]",7.4,17092.0,2017.0
"[""Thriller"",""Drama"",""Action""]",Breaking Surface,sv,8.9,"[""Belgium"",""Norway"",""Sweden""]",2020-02-14,"[""Norsk"",""svenska""]",6.8,251.0,2020.0
"[""Drama""]",Beans,en,7.862,"[""Canada""]",2021-07-02,"[""English""]",8.0,1.0,2020.0
"[""Drama""]",Too Late to Die Young,es,3.281,"[""Argentina"",""Brazil"",""Chile"",""Netherlands"",""Qatar""]",2019-03-19,"[""Español""]",6.4,24.0,2018.0
"[""Documentary"",""History""]",The Rape of Recy Taylor,en,4.194,"[""United States of America""]",2019-05-30,"[""English""]",7.4,7.0,2017.0
"[""Fantasy""]",Stray,en,5.822,"[""United States of America""]",2019-03-01,"[""English"",""日本語""]",5.8,32.0,2019.0
"[""Documentary""]",The Last Resort,en,3.581,"[""United States of America""]",2018-01-23,"[""English""]",7.0,6.0,2018.0
"[""Comedy"",""Fantasy""]",Limbo,en,1.4,"[""United States of America""]",2015-04-12,"[""English""]",7.5,4.0,2015.0
"[""Documentary""]",Palio,it,2.458,"[""United Kingdom""]",2015-04-18,"[""Italiano""]",7.4,18.0,2015.0
"[""Documentary""]",RBG,en,6.782,"[""United States of America""]",2018-05-04,"[""Français"",""English"",""Italiano"",""Deutsch""]",7.6,231.0,2018.0
"[""Comedy"",""Action"",""Adventure"",""Fantasy""]",Love and Monsters,en,38.098,"[""United States of America""]",2020-10-16,"[""English""]",7.4,2655.0,2020.0
"[""Documentary""]",Charm City,en,2.72,"[""United States of America""]",2018-04-22,"[""English""]",9.0,1.0,2018.0
"[""Drama""]",Some Freaks,en,3.269,"[""Mexico"",""United States of America""]",2016-07-24,"[""English""]",6.3,40.0,2016.0
"[""Thriller""]",Bad Match,en,5.332,"[""Singapore"",""United States of America""]",2017-08-25,"[""English""]",5.6,142.0,2017.0
"[""Drama"",""Romance""]",Gloria Bell,en,14.286,"[""Chile"",""United States of America""]",2019-03-07,"[""English""]",5.9,225.0,2018.0
"[""Drama"",""Thriller""]",Sweat,pl,59.278,"[""Poland"",""Sweden""]",2021-03-12,"[""English"",""Polski""]",6.8,22.0,2020.0
"[""Drama""]",The Teacher,ru,0.812,"[""Russia""]",2018-06-04,"[""Pусский""]",0.0,0.0,2018.0
"[""War"",""Action"",""Drama""]",Dunkirk,en,30.255,"[""France"",""Netherlands"",""United Kingdom"",""United States of America""]",2017-07-19,"[""English"",""Français"",""Deutsch""]",7.5,13403.0,2017.0
"[""Documentary""]",Food Evolution,en,2.341,"[""United States of America""]",2017-06-23,"[""English""]",7.1,9.0,2016.0
"[""Documentary""]",The B-Side: Elsa Dorfman's Portrait Photography,en,3.491,"[""United States of America""]",2017-06-02,"[""English""]",6.9,17.0,2016.0
"[""Drama""]",The Father,bg,1.14,"[""Bulgaria"",""Greece""]",2020-08-21,"[""български език""]",4.7,5.0,2019.0
"[""Documentary""]",Hondros,en,4.15,"[""Iraq"",""Liberia"",""Libyan Arab Jamahiriya"",""United States of America""]",2018-03-02,"[""English""]",7.9,15.0,2017.0
"[""Horror"",""Thriller""]",Lucky,en,3.559,"[""United States of America""]",2020-08-23,"[""English""]",5.4,28.0,2020.0
"[""Romance"",""Drama""]",After We Collided,en,332.364,"[""United States of America""]",2020-09-02,"[""English""]",7.3,4274.0,2020.0
"[""Drama""]",Songs My Brothers Taught Me,en,6.175,"[""United States of America""]",2015-09-09,"[""English""]",7.0,56.0,2015.0
"[""Documentary""]",The Painter and the Thief,no,3.128,"[""Norway""]",2020-09-05,"[""English"",""Norsk""]",7.4,19.0,2020.0
"[""Drama"",""Horror""]",Shelley,da,5.594,"[""Denmark"",""Sweden""]",2016-02-14,"[""Norsk"",""Dansk"",""Română"",""svenska"",""English""]",5.5,88.0,2016.0
"[""Drama"",""Romance"",""Crime""]",Queen & Slim,en,16.096,"[""Canada"",""United States of America""]",2019-11-27,"[""English"",""Italiano""]",7.2,469.0,2019.0
"[""Documentary""]",Dina,en,2.734,"[""United States of America""]",2017-10-04,"[""English""]",6.3,15.0,2017.0
"[""Action"",""Crime""]",Disturbing the Peace,en,6.799,"[""United States of America""]",2020-01-17,"[""English"",""Italiano""]",4.8,70.0,2020.0
"[""Documentary"",""History""]",Coup 53,en,2.608,"[""United Kingdom""]",2019-09-01,"[""English"",""Français"",""فارسی""]",8.0,4.0,2019.0
"[""Crime"",""Comedy"",""Action"",""Romance"",""Drama""]",First Love,ja,9.007,"[""Japan"",""United Kingdom""]",2019-05-31,"[""日本語""]",6.8,162.0,2019.0
"[""Drama""]",Moonlight,en,20.491,"[""United Kingdom"",""United States of America""]",2016-10-21,"[""English""]",7.4,5834.0,2016.0
"[""Drama"",""Romance""]",My Prince Edward,cn,1.177,"[""Hong Kong""]",2020-06-11,"[""普通话"",""广州话 / 廣州話""]",7.6,8.0,2019.0
"[""Romance"",""Drama""]",Ordinary Love,en,9.705,"[""United Kingdom""]",2019-12-06,"[""English""]",6.9,82.0,2019.0
"[""Action"",""Crime"",""Thriller""]",Sicario,en,48.921,"[""Mexico"",""United States of America""]",2015-09-17,"[""Español"",""English""]",7.4,6492.0,2015.0
"[""Documentary""]",Lost in America,en,2.849,"[""United States of America""]",2019-11-15,"[""English""]",0.0,0.0,2019.0
"[""Drama""]",Cowboys,en,16.29,"[""United States of America""]",2020-04-15,"[""English""]",6.7,23.0,2020.0
"[""Drama""]",The Cat and the Moon,en,3.585,"[""United States of America""]",2019-10-25,"[""English""]",5.3,8.0,2019.0
"[""Music"",""Comedy"",""Drama""]",Wild Rose,en,7.698,"[""United Kingdom"",""Canada"",""United States of America""]",2019-04-12,"[""English""]",6.8,228.0,2018.0
"[""Drama""]",The Levelling,en,3.674,"[""United Kingdom""]",2017-05-12,"[""English""]",6.3,45.0,2016.0
"[""Documentary""]",Human Nature,en,3.214,"[""United States of America""]",2019-03-12,"[""English""]",7.1,21.0,2019.0
"[""Documentary""]",Wrestle,en,2.782,"[""United States of America""]",2018-04-06,"[""English""]",9.0,5.0,2018.0
"[""Drama"",""Romance"",""Comedy""]",First Love,en,2.965,"[""United States of America""]",2019-09-27,"[""English""]",6.0,1.0,2019.0
"[""Drama"",""Thriller""]",Harpoon,es,2.183,"[""Spain"",""Argentina"",""Venezuela""]",2017-12-07,"[""Español""]",5.8,4.0,2017.0
"[""Documentary"",""Family""]",The Elephant Queen,en,7.124,"[""United Kingdom""]",2019-10-18,"[""English""]",7.6,44.0,2018.0
"[""Drama""]",Araby,pt,2.42,"[""Brazil""]",2018-04-05,"[""Português""]",7.9,29.0,2017.0
"[""Action"",""Crime"",""Drama"",""Thriller""]",Broker,en,0.6,"[""Netherlands""]",2015-06-13,"[""Nederlands"",""English"",""Français""]",0.0,0.0,2015.0
"[""Documentary""]",The Black Panthers: Vanguard of the Revolution,en,4.987,"[""United States of America""]",2015-03-08,"[""Français"",""English""]",7.1,49.0,2015.0
"[""Documentary""]",Quest,en,2.143,"[""United States of America""]",2017-07-26,"[""English""]",7.6,7.0,2017.0
"[""Documentary""]",Over the Limit,pl,2.09,"[""Finland"",""France"",""Germany"",""Poland""]",2018-10-05,"[""Polski"",""Pусский""]",7.3,18.0,2017.0
"[""Thriller"",""TV Movie""]",Off the Rails,en,2.401,"[""United States of America""]",2017-07-05,"[""English""]",5.6,7.0,2017.0
"[""Drama"",""Comedy""]",Never Gonna Snow Again,pl,2.63,"[""Germany"",""Poland""]",2020-10-16,"[""Français"",""Polski"",""Pусский"",""Tiếng Việt""]",6.3,19.0,2020.0
"[""Drama"",""Thriller"",""War""]",Eye in the Sky,en,11.542,"[""United Kingdom""]",2015-09-11,"[""Somali"",""English""]",7.1,1224.0,2015.0
"[""Animation"",""Drama""]",Daughter,cs,2.087,"[""Czech Republic""]",2019-06-29,"[""No Language""]",6.1,28.0,2019.0
"[""Drama""]",Olga,fr,1.099,"[""France""]",2017-01-22,"[""Français""]",0.0,0.0,2017.0
"[""Comedy"",""Comedy""]",Good Girls Get High,en,4.491,"[""United States of America""]",2018-09-22,"[""English""]",6.1,8.0,2018.0
"[""Thriller"",""Horror"",""Drama""]",Our Evil,pt,2.224,"[""Brazil""]",2019-03-14,"[""Português""]",5.7,33.0,2017.0
"[""Drama""]",I Am Not a Witch,en,4.862,"[""France"",""Germany"",""United Kingdom"",""Zambia""]",2017-10-20,"[""English"",""""]",6.7,78.0,2017.0
"[""Drama"",""History""]",Judas and the Black Messiah,en,17.873,"[""Canada"",""United States of America""]",2021-02-12,"[""English""]",7.5,826.0,2021.0
"[""Comedy"",""Action"",""Adventure"",""Science Fiction""]",Free Guy,en,1480.265,"[""United States of America""]",2021-08-11,"[""日本語"",""English""]",7.8,3575.0,2021.0
"[""Drama""]",Clemency,en,5.45,"[""United States of America""]",2019-12-27,"[""English""]",6.6,56.0,2019.0
"[""Drama""]",First Reformed,en,17.746,"[""United States of America""]",2017-09-02,"[""English""]",7.0,986.0,2017.0
"[""Drama""]",Wildlife,en,12.141,"[""United States of America""]",2018-09-23,"[""English""]",6.7,509.0,2018.0
"[""Documentary""]",Uncertain,en,2.613,"[""United States of America""]",2017-03-09,"[""English""]",6.7,6.0,2015.0
"[""Thriller"",""Adventure"",""Animation"",""Comedy"",""Fantasy"",""Science Fiction""]",April and the Extraordinary World,fr,8.368,"[""Canada"",""France"",""Belgium""]",2015-11-04,"[""Français""]",7.0,231.0,2015.0
"[""Drama"",""Mystery"",""Thriller""]",Silencio,en,4.967,"[""Mexico""]",2018-10-26,"[""Español"",""English""]",6.8,12.0,2018.0
"[""Drama"",""Family""]",Fatima,fr,4.716,"[""France""]",2015-10-07,"[""Français""]",6.2,101.0,2015.0
"[""Family"",""Adventure"",""Animation"",""Comedy"",""Fantasy"",""Drama""]",Toy Story 4,en,126.292,"[""United States of America""]",2019-06-19,"[""English""]",7.6,7473.0,2019.0
"[""Comedy"",""Drama""]",Operator,en,4.855,"[""United States of America""]",2016-03-12,"[""English""]",6.0,62.0,2016.0
"[""Drama""]",Tahara,en,3.005,"[""United States of America""]",2020-01-25,"[""English""]",7.5,2.0,2020.0
"[""Fantasy"",""Drama""]",Endless Poetry,es,8.424,"[""United Kingdom"",""France"",""Japan"",""Chile""]",2016-03-23,"[""English"",""Español""]",7.6,136.0,2016.0
"[""Drama""]",Overcomer,en,65.509,"[""United States of America""]",2019-08-22,"[""English"",""Italiano"",""Español""]",7.8,151.0,2019.0
"[""Drama""]",Minari,en,26.527,"[""United States of America""]",2021-02-12,"[""English"",""한국어/조선말""]",7.4,878.0,2020.0
"[""Documentary""]",The Kingmaker,en,4.507,"[""Denmark"",""United States of America""]",2019-11-08,"[""English"",""""]",7.3,18.0,2019.0
"[""Documentary""]",Minding the Gap,en,9.721,"[""United States of America""]",2018-08-17,"[""English""]",7.8,129.0,2018.0
"[""Drama""]",The Florida Project,en,14.674,"[""United States of America""]",2017-10-06,"[""English"",""Português"",""Español""]",7.4,2053.0,2017.0
"[""Comedy""]",Reunion,fi,1.794,"[""Finland""]",2015-02-25,"[""suomi""]",5.8,24.0,2015.0
"[""Drama"",""Romance""]",Blue Jay,en,8.063,"[""United States of America""]",2016-10-07,"[""English""]",7.1,331.0,2016.0
"[""Documentary""]",Final Account,de,2.907,"[""United Kingdom""]",2021-05-21,"[""English""]",5.9,5.0,2020.0
"[""Documentary""]",Tab Hunter Confidential,en,5.874,"[""United States of America""]",2015-03-15,"[""Français"",""English""]",7.6,37.0,2015.0
"[""Documentary"",""Music""]",Amazing Grace,en,6.414,"[""United States of America""]",2018-12-07,"[""English""]",7.5,55.0,2018.0
"[""Animation""]",Fences,pl,0.6,"[""Poland""]",2015-10-26,"[""Polski""]",0.0,0.0,2015.0
"[""Comedy""]",Ghostbox Cowboy,en,2.269,"[""United States of America""]",2018-04-19,"[""普通话"",""English""]",6.8,5.0,2018.0
"[""Drama""]",1945,hu,4.055,"[""Hungary""]",2017-04-20,"[""Magyar"",""Pусский""]",7.0,63.0,2017.0
"[""Comedy"",""Romance""]",Ellie and Abbie (and Ellie's Dead Aunt),en,3.16,"[""Australia"",""United Kingdom""]",2020-07-31,"[""English""]",7.0,37.0,2020.0
"[""Comedy"",""Drama"",""Romance""]",Summertime,fr,8.8,"[""Belgium"",""France""]",2015-08-19,"[""Français""]",6.8,256.0,2015.0
"[""Documentary""]",All In: The Fight for Democracy,en,3.207,"[""United States of America""]",2020-09-09,"[""English""]",7.6,13.0,2020.0
"[""Comedy"",""Romance"",""Drama"",""Music""]",Sing Street,en,14.673,"[""United States of America"",""United Kingdom"",""Ireland""]",2016-03-11,"[""English""]",7.9,1788.0,2016.0
"[""Documentary""]",All This Panic,en,2.956,"[""United States of America""]",2017-03-31,"[""English""]",6.6,12.0,2016.0
"[""Thriller"",""Drama"",""Crime""]",Bad Day for the Cut,en,5.563,"[""United Kingdom""]",2017-10-20,"[""Polski"",""English""]",6.4,116.0,2017.0
"[""Drama""]",Take Me Somewhere Nice,en,2.105,"[""Bosnia and Herzegovina"",""Netherlands""]",2019-05-23,"[""English"",""Bosanski"",""Nederlands""]",6.0,17.0,2019.0
"[""Family"",""Animation"",""Adventure"",""Comedy"",""Fantasy""]",Frozen II,en,140.404,"[""United States of America""]",2019-11-20,"[""English""]",7.3,7748.0,2019.0
"[""Action"",""Science Fiction"",""Adventure""]",Alita: Battle Angel,en,56.338,"[""United States of America""]",2019-01-31,"[""English"",""Español""]",7.2,7031.0,2019.0
"[""Documentary""]",Nothing Like a Dame,en,4.715,"[""United Kingdom""]",2018-05-02,"[""English""]",7.0,33.0,2018.0
"[""Drama""]",Pimp,en,4.544,"[""United States of America""]",2018-11-09,"[""English""]",6.8,22.0,2018.0
"[""Documentary""]",Chicken People,en,2.868,"[""United States of America""]",2016-03-13,"[""English""]",6.6,11.0,2016.0
"[""Drama"",""Crime""]",Birds of Passage,es,7.444,"[""Colombia"",""Denmark"",""France"",""Mexico""]",2018-08-02,"[""English"",""Español""]",7.4,206.0,2018.0
"[""Documentary""]",Chavela,es,3.09,"[""Mexico"",""Spain"",""United States of America""]",2017-06-16,"[""Español""]",7.2,18.0,2017.0
"[""Documentary""]",Nossa Chape,pt,1.871,"[""Brazil"",""United States of America""]",2018-03-28,"[""Português""]",7.1,7.0,2018.0
"[""Drama""]",Iris,en,0.6,"[""United Kingdom""]",2015-08-01,"[""English""]",0.0,0.0,2015.0
"[""Documentary""]",Los Reyes,es,1.043,"[""Chile"",""Germany""]",2019-03-27,"[""Español""]",7.0,5.0,2018.0
"[""Drama""]",By the Grace of God,fr,12.144,"[""Belgium"",""France""]",2019-02-20,"[""Français""]",7.2,400.0,2018.0
"[""Mystery""]",Lost Holiday,en,1.801,"[""United States of America""]",2019-05-03,"[""English""]",4.0,5.0,2019.0
"[""Documentary""]",The Pearl Button,es,3.744,"[""Chile"",""France"",""Spain"",""Switzerland""]",2015-10-15,"[""Español""]",7.0,51.0,2015.0
